CFC-12 history for the northern hemisphere provided by Vas Petrenko, INSTAAR
Yr	NEEM monthly
1813.71	0.000
1813.79	0.000
1813.88	0.000
1813.96	0.000
1814.04	0.000
1814.13	0.000
1814.21	0.000
1814.29	0.000
1814.38	0.000
1814.46	0.000
1814.54	0.000
1814.63	0.000
1814.71	0.000
1814.79	0.000
1814.88	0.000
1814.96	0.000
1815.04	0.000
1815.13	0.000
1815.21	0.000
1815.29	0.000
1815.38	0.000
1815.46	0.000
1815.54	0.000
1815.63	0.000
1815.71	0.000
1815.79	0.000
1815.88	0.000
1815.96	0.000
1816.04	0.000
1816.13	0.000
1816.21	0.000
1816.29	0.000
1816.38	0.000
1816.46	0.000
1816.54	0.000
1816.63	0.000
1816.71	0.000
1816.79	0.000
1816.88	0.000
1816.96	0.000
1817.04	0.000
1817.13	0.000
1817.21	0.000
1817.29	0.000
1817.38	0.000
1817.46	0.000
1817.54	0.000
1817.63	0.000
1817.71	0.000
1817.79	0.000
1817.88	0.000
1817.96	0.000
1818.04	0.000
1818.13	0.000
1818.21	0.000
1818.29	0.000
1818.38	0.000
1818.46	0.000
1818.54	0.000
1818.63	0.000
1818.71	0.000
1818.79	0.000
1818.88	0.000
1818.96	0.000
1819.04	0.000
1819.13	0.000
1819.21	0.000
1819.29	0.000
1819.38	0.000
1819.46	0.000
1819.54	0.000
1819.63	0.000
1819.71	0.000
1819.79	0.000
1819.88	0.000
1819.96	0.000
1820.04	0.000
1820.13	0.000
1820.21	0.000
1820.29	0.000
1820.38	0.000
1820.46	0.000
1820.54	0.000
1820.63	0.000
1820.71	0.000
1820.79	0.000
1820.88	0.000
1820.96	0.000
1821.04	0.000
1821.13	0.000
1821.21	0.000
1821.29	0.000
1821.38	0.000
1821.46	0.000
1821.54	0.000
1821.63	0.000
1821.71	0.000
1821.79	0.000
1821.88	0.000
1821.96	0.000
1822.04	0.000
1822.13	0.000
1822.21	0.000
1822.29	0.000
1822.38	0.000
1822.46	0.000
1822.54	0.000
1822.63	0.000
1822.71	0.000
1822.79	0.000
1822.88	0.000
1822.96	0.000
1823.04	0.000
1823.13	0.000
1823.21	0.000
1823.29	0.000
1823.38	0.000
1823.46	0.000
1823.54	0.000
1823.63	0.000
1823.71	0.000
1823.79	0.000
1823.88	0.000
1823.96	0.000
1824.04	0.000
1824.13	0.000
1824.21	0.000
1824.29	0.000
1824.38	0.000
1824.46	0.000
1824.54	0.000
1824.63	0.000
1824.71	0.000
1824.79	0.000
1824.88	0.000
1824.96	0.000
1825.04	0.000
1825.13	0.000
1825.21	0.000
1825.29	0.000
1825.38	0.000
1825.46	0.000
1825.54	0.000
1825.63	0.000
1825.71	0.000
1825.79	0.000
1825.88	0.000
1825.96	0.000
1826.04	0.000
1826.13	0.000
1826.21	0.000
1826.29	0.000
1826.38	0.000
1826.46	0.000
1826.54	0.000
1826.63	0.000
1826.71	0.000
1826.79	0.000
1826.88	0.000
1826.96	0.000
1827.04	0.000
1827.13	0.000
1827.21	0.000
1827.29	0.000
1827.38	0.000
1827.46	0.000
1827.54	0.000
1827.63	0.000
1827.71	0.000
1827.79	0.000
1827.88	0.000
1827.96	0.000
1828.04	0.000
1828.13	0.000
1828.21	0.000
1828.29	0.000
1828.38	0.000
1828.46	0.000
1828.54	0.000
1828.63	0.000
1828.71	0.000
1828.79	0.000
1828.88	0.000
1828.96	0.000
1829.04	0.000
1829.13	0.000
1829.21	0.000
1829.29	0.000
1829.38	0.000
1829.46	0.000
1829.54	0.000
1829.63	0.000
1829.71	0.000
1829.79	0.000
1829.88	0.000
1829.96	0.000
1830.04	0.000
1830.13	0.000
1830.21	0.000
1830.29	0.000
1830.38	0.000
1830.46	0.000
1830.54	0.000
1830.63	0.000
1830.71	0.000
1830.79	0.000
1830.88	0.000
1830.96	0.000
1831.04	0.000
1831.13	0.000
1831.21	0.000
1831.29	0.000
1831.38	0.000
1831.46	0.000
1831.54	0.000
1831.63	0.000
1831.71	0.000
1831.79	0.000
1831.88	0.000
1831.96	0.000
1832.04	0.000
1832.13	0.000
1832.21	0.000
1832.29	0.000
1832.38	0.000
1832.46	0.000
1832.54	0.000
1832.63	0.000
1832.71	0.000
1832.79	0.000
1832.88	0.000
1832.96	0.000
1833.04	0.000
1833.13	0.000
1833.21	0.000
1833.29	0.000
1833.38	0.000
1833.46	0.000
1833.54	0.000
1833.63	0.000
1833.71	0.000
1833.79	0.000
1833.88	0.000
1833.96	0.000
1834.04	0.000
1834.13	0.000
1834.21	0.000
1834.29	0.000
1834.38	0.000
1834.46	0.000
1834.54	0.000
1834.63	0.000
1834.71	0.000
1834.79	0.000
1834.88	0.000
1834.96	0.000
1835.04	0.000
1835.13	0.000
1835.21	0.000
1835.29	0.000
1835.38	0.000
1835.46	0.000
1835.54	0.000
1835.63	0.000
1835.71	0.000
1835.79	0.000
1835.88	0.000
1835.96	0.000
1836.04	0.000
1836.13	0.000
1836.21	0.000
1836.29	0.000
1836.38	0.000
1836.46	0.000
1836.54	0.000
1836.63	0.000
1836.71	0.000
1836.79	0.000
1836.88	0.000
1836.96	0.000
1837.04	0.000
1837.13	0.000
1837.21	0.000
1837.29	0.000
1837.38	0.000
1837.46	0.000
1837.54	0.000
1837.63	0.000
1837.71	0.000
1837.79	0.000
1837.88	0.000
1837.96	0.000
1838.04	0.000
1838.13	0.000
1838.21	0.000
1838.29	0.000
1838.38	0.000
1838.46	0.000
1838.54	0.000
1838.63	0.000
1838.71	0.000
1838.79	0.000
1838.88	0.000
1838.96	0.000
1839.04	0.000
1839.13	0.000
1839.21	0.000
1839.29	0.000
1839.38	0.000
1839.46	0.000
1839.54	0.000
1839.63	0.000
1839.71	0.000
1839.79	0.000
1839.88	0.000
1839.96	0.000
1840.04	0.000
1840.13	0.000
1840.21	0.000
1840.29	0.000
1840.38	0.000
1840.46	0.000
1840.54	0.000
1840.63	0.000
1840.71	0.000
1840.79	0.000
1840.88	0.000
1840.96	0.000
1841.04	0.000
1841.13	0.000
1841.21	0.000
1841.29	0.000
1841.38	0.000
1841.46	0.000
1841.54	0.000
1841.63	0.000
1841.71	0.000
1841.79	0.000
1841.88	0.000
1841.96	0.000
1842.04	0.000
1842.13	0.000
1842.21	0.000
1842.29	0.000
1842.38	0.000
1842.46	0.000
1842.54	0.000
1842.63	0.000
1842.71	0.000
1842.79	0.000
1842.88	0.000
1842.96	0.000
1843.04	0.000
1843.13	0.000
1843.21	0.000
1843.29	0.000
1843.38	0.000
1843.46	0.000
1843.54	0.000
1843.63	0.000
1843.71	0.000
1843.79	0.000
1843.88	0.000
1843.96	0.000
1844.04	0.000
1844.13	0.000
1844.21	0.000
1844.29	0.000
1844.38	0.000
1844.46	0.000
1844.54	0.000
1844.63	0.000
1844.71	0.000
1844.79	0.000
1844.88	0.000
1844.96	0.000
1845.04	0.000
1845.13	0.000
1845.21	0.000
1845.29	0.000
1845.38	0.000
1845.46	0.000
1845.54	0.000
1845.63	0.000
1845.71	0.000
1845.79	0.000
1845.88	0.000
1845.96	0.000
1846.04	0.000
1846.13	0.000
1846.21	0.000
1846.29	0.000
1846.38	0.000
1846.46	0.000
1846.54	0.000
1846.63	0.000
1846.71	0.000
1846.79	0.000
1846.88	0.000
1846.96	0.000
1847.04	0.000
1847.13	0.000
1847.21	0.000
1847.29	0.000
1847.38	0.000
1847.46	0.000
1847.54	0.000
1847.63	0.000
1847.71	0.000
1847.79	0.000
1847.88	0.000
1847.96	0.000
1848.04	0.000
1848.13	0.000
1848.21	0.000
1848.29	0.000
1848.38	0.000
1848.46	0.000
1848.54	0.000
1848.63	0.000
1848.71	0.000
1848.79	0.000
1848.88	0.000
1848.96	0.000
1849.04	0.000
1849.13	0.000
1849.21	0.000
1849.29	0.000
1849.38	0.000
1849.46	0.000
1849.54	0.000
1849.63	0.000
1849.71	0.000
1849.79	0.000
1849.88	0.000
1849.96	0.000
1850.04	0.000
1850.13	0.000
1850.21	0.000
1850.29	0.000
1850.38	0.000
1850.46	0.000
1850.54	0.000
1850.63	0.000
1850.71	0.000
1850.79	0.000
1850.88	0.000
1850.96	0.000
1851.04	0.000
1851.13	0.000
1851.21	0.000
1851.29	0.000
1851.38	0.000
1851.46	0.000
1851.54	0.000
1851.63	0.000
1851.71	0.000
1851.79	0.000
1851.88	0.000
1851.96	0.000
1852.04	0.000
1852.13	0.000
1852.21	0.000
1852.29	0.000
1852.38	0.000
1852.46	0.000
1852.54	0.000
1852.63	0.000
1852.71	0.000
1852.79	0.000
1852.88	0.000
1852.96	0.000
1853.04	0.000
1853.13	0.000
1853.21	0.000
1853.29	0.000
1853.38	0.000
1853.46	0.000
1853.54	0.000
1853.63	0.000
1853.71	0.000
1853.79	0.000
1853.88	0.000
1853.96	0.000
1854.04	0.000
1854.13	0.000
1854.21	0.000
1854.29	0.000
1854.38	0.000
1854.46	0.000
1854.54	0.000
1854.63	0.000
1854.71	0.000
1854.79	0.000
1854.88	0.000
1854.96	0.000
1855.04	0.000
1855.13	0.000
1855.21	0.000
1855.29	0.000
1855.38	0.000
1855.46	0.000
1855.54	0.000
1855.63	0.000
1855.71	0.000
1855.79	0.000
1855.88	0.000
1855.96	0.000
1856.04	0.000
1856.13	0.000
1856.21	0.000
1856.29	0.000
1856.38	0.000
1856.46	0.000
1856.54	0.000
1856.63	0.000
1856.71	0.000
1856.79	0.000
1856.88	0.000
1856.96	0.000
1857.04	0.000
1857.13	0.000
1857.21	0.000
1857.29	0.000
1857.38	0.000
1857.46	0.000
1857.54	0.000
1857.63	0.000
1857.71	0.000
1857.79	0.000
1857.88	0.000
1857.96	0.000
1858.04	0.000
1858.13	0.000
1858.21	0.000
1858.29	0.000
1858.38	0.000
1858.46	0.000
1858.54	0.000
1858.63	0.000
1858.71	0.000
1858.79	0.000
1858.88	0.000
1858.96	0.000
1859.04	0.000
1859.13	0.000
1859.21	0.000
1859.29	0.000
1859.38	0.000
1859.46	0.000
1859.54	0.000
1859.63	0.000
1859.71	0.000
1859.79	0.000
1859.88	0.000
1859.96	0.000
1860.04	0.000
1860.13	0.000
1860.21	0.000
1860.29	0.000
1860.38	0.000
1860.46	0.000
1860.54	0.000
1860.63	0.000
1860.71	0.000
1860.79	0.000
1860.88	0.000
1860.96	0.000
1861.04	0.000
1861.13	0.000
1861.21	0.000
1861.29	0.000
1861.38	0.000
1861.46	0.000
1861.54	0.000
1861.63	0.000
1861.71	0.000
1861.79	0.000
1861.88	0.000
1861.96	0.000
1862.04	0.000
1862.13	0.000
1862.21	0.000
1862.29	0.000
1862.38	0.000
1862.46	0.000
1862.54	0.000
1862.63	0.000
1862.71	0.000
1862.79	0.000
1862.88	0.000
1862.96	0.000
1863.04	0.000
1863.13	0.000
1863.21	0.000
1863.29	0.000
1863.38	0.000
1863.46	0.000
1863.54	0.000
1863.63	0.000
1863.71	0.000
1863.79	0.000
1863.88	0.000
1863.96	0.000
1864.04	0.000
1864.13	0.000
1864.21	0.000
1864.29	0.000
1864.38	0.000
1864.46	0.000
1864.54	0.000
1864.63	0.000
1864.71	0.000
1864.79	0.000
1864.88	0.000
1864.96	0.000
1865.04	0.000
1865.13	0.000
1865.21	0.000
1865.29	0.000
1865.38	0.000
1865.46	0.000
1865.54	0.000
1865.63	0.000
1865.71	0.000
1865.79	0.000
1865.88	0.000
1865.96	0.000
1866.04	0.000
1866.13	0.000
1866.21	0.000
1866.29	0.000
1866.38	0.000
1866.46	0.000
1866.54	0.000
1866.63	0.000
1866.71	0.000
1866.79	0.000
1866.88	0.000
1866.96	0.000
1867.04	0.000
1867.13	0.000
1867.21	0.000
1867.29	0.000
1867.38	0.000
1867.46	0.000
1867.54	0.000
1867.63	0.000
1867.71	0.000
1867.79	0.000
1867.88	0.000
1867.96	0.000
1868.04	0.000
1868.13	0.000
1868.21	0.000
1868.29	0.000
1868.38	0.000
1868.46	0.000
1868.54	0.000
1868.63	0.000
1868.71	0.000
1868.79	0.000
1868.88	0.000
1868.96	0.000
1869.04	0.000
1869.13	0.000
1869.21	0.000
1869.29	0.000
1869.38	0.000
1869.46	0.000
1869.54	0.000
1869.63	0.000
1869.71	0.000
1869.79	0.000
1869.88	0.000
1869.96	0.000
1870.04	0.000
1870.13	0.000
1870.21	0.000
1870.29	0.000
1870.38	0.000
1870.46	0.000
1870.54	0.000
1870.63	0.000
1870.71	0.000
1870.79	0.000
1870.88	0.000
1870.96	0.000
1871.04	0.000
1871.13	0.000
1871.21	0.000
1871.29	0.000
1871.38	0.000
1871.46	0.000
1871.54	0.000
1871.63	0.000
1871.71	0.000
1871.79	0.000
1871.88	0.000
1871.96	0.000
1872.04	0.000
1872.13	0.000
1872.21	0.000
1872.29	0.000
1872.38	0.000
1872.46	0.000
1872.54	0.000
1872.63	0.000
1872.71	0.000
1872.79	0.000
1872.88	0.000
1872.96	0.000
1873.04	0.000
1873.13	0.000
1873.21	0.000
1873.29	0.000
1873.38	0.000
1873.46	0.000
1873.54	0.000
1873.63	0.000
1873.71	0.000
1873.79	0.000
1873.88	0.000
1873.96	0.000
1874.04	0.000
1874.13	0.000
1874.21	0.000
1874.29	0.000
1874.38	0.000
1874.46	0.000
1874.54	0.000
1874.63	0.000
1874.71	0.000
1874.79	0.000
1874.88	0.000
1874.96	0.000
1875.04	0.000
1875.13	0.000
1875.21	0.000
1875.29	0.000
1875.38	0.000
1875.46	0.000
1875.54	0.000
1875.63	0.000
1875.71	0.000
1875.79	0.000
1875.88	0.000
1875.96	0.000
1876.04	0.000
1876.13	0.000
1876.21	0.000
1876.29	0.000
1876.38	0.000
1876.46	0.000
1876.54	0.000
1876.63	0.000
1876.71	0.000
1876.79	0.000
1876.88	0.000
1876.96	0.000
1877.04	0.000
1877.13	0.000
1877.21	0.000
1877.29	0.000
1877.38	0.000
1877.46	0.000
1877.54	0.000
1877.63	0.000
1877.71	0.000
1877.79	0.000
1877.88	0.000
1877.96	0.000
1878.04	0.000
1878.13	0.000
1878.21	0.000
1878.29	0.000
1878.38	0.000
1878.46	0.000
1878.54	0.000
1878.63	0.000
1878.71	0.000
1878.79	0.000
1878.88	0.000
1878.96	0.000
1879.04	0.000
1879.13	0.000
1879.21	0.000
1879.29	0.000
1879.38	0.000
1879.46	0.000
1879.54	0.000
1879.63	0.000
1879.71	0.000
1879.79	0.000
1879.88	0.000
1879.96	0.000
1880.04	0.000
1880.13	0.000
1880.21	0.000
1880.29	0.000
1880.38	0.000
1880.46	0.000
1880.54	0.000
1880.63	0.000
1880.71	0.000
1880.79	0.000
1880.88	0.000
1880.96	0.000
1881.04	0.000
1881.13	0.000
1881.21	0.000
1881.29	0.000
1881.38	0.000
1881.46	0.000
1881.54	0.000
1881.63	0.000
1881.71	0.000
1881.79	0.000
1881.88	0.000
1881.96	0.000
1882.04	0.000
1882.13	0.000
1882.21	0.000
1882.29	0.000
1882.38	0.000
1882.46	0.000
1882.54	0.000
1882.63	0.000
1882.71	0.000
1882.79	0.000
1882.88	0.000
1882.96	0.000
1883.04	0.000
1883.13	0.000
1883.21	0.000
1883.29	0.000
1883.38	0.000
1883.46	0.000
1883.54	0.000
1883.63	0.000
1883.71	0.000
1883.79	0.000
1883.88	0.000
1883.96	0.000
1884.04	0.000
1884.13	0.000
1884.21	0.000
1884.29	0.000
1884.38	0.000
1884.46	0.000
1884.54	0.000
1884.63	0.000
1884.71	0.000
1884.79	0.000
1884.88	0.000
1884.96	0.000
1885.04	0.000
1885.13	0.000
1885.21	0.000
1885.29	0.000
1885.38	0.000
1885.46	0.000
1885.54	0.000
1885.63	0.000
1885.71	0.000
1885.79	0.000
1885.88	0.000
1885.96	0.000
1886.04	0.000
1886.13	0.000
1886.21	0.000
1886.29	0.000
1886.38	0.000
1886.46	0.000
1886.54	0.000
1886.63	0.000
1886.71	0.000
1886.79	0.000
1886.88	0.000
1886.96	0.000
1887.04	0.000
1887.13	0.000
1887.21	0.000
1887.29	0.000
1887.38	0.000
1887.46	0.000
1887.54	0.000
1887.63	0.000
1887.71	0.000
1887.79	0.000
1887.88	0.000
1887.96	0.000
1888.04	0.000
1888.13	0.000
1888.21	0.000
1888.29	0.000
1888.38	0.000
1888.46	0.000
1888.54	0.000
1888.63	0.000
1888.71	0.000
1888.79	0.000
1888.88	0.000
1888.96	0.000
1889.04	0.000
1889.13	0.000
1889.21	0.000
1889.29	0.000
1889.38	0.000
1889.46	0.000
1889.54	0.000
1889.63	0.000
1889.71	0.000
1889.79	0.000
1889.88	0.000
1889.96	0.000
1890.04	0.000
1890.13	0.000
1890.21	0.000
1890.29	0.000
1890.38	0.000
1890.46	0.000
1890.54	0.000
1890.63	0.000
1890.71	0.000
1890.79	0.000
1890.88	0.000
1890.96	0.000
1891.04	0.000
1891.13	0.000
1891.21	0.000
1891.29	0.000
1891.38	0.000
1891.46	0.000
1891.54	0.000
1891.63	0.000
1891.71	0.000
1891.79	0.000
1891.88	0.000
1891.96	0.000
1892.04	0.000
1892.13	0.000
1892.21	0.000
1892.29	0.000
1892.38	0.000
1892.46	0.000
1892.54	0.000
1892.63	0.000
1892.71	0.000
1892.79	0.000
1892.88	0.000
1892.96	0.000
1893.04	0.000
1893.13	0.000
1893.21	0.000
1893.29	0.000
1893.38	0.000
1893.46	0.000
1893.54	0.000
1893.63	0.000
1893.71	0.000
1893.79	0.000
1893.88	0.000
1893.96	0.000
1894.04	0.000
1894.13	0.000
1894.21	0.000
1894.29	0.000
1894.38	0.000
1894.46	0.000
1894.54	0.000
1894.63	0.000
1894.71	0.000
1894.79	0.000
1894.88	0.000
1894.96	0.000
1895.04	0.000
1895.13	0.000
1895.21	0.000
1895.29	0.000
1895.38	0.000
1895.46	0.000
1895.54	0.000
1895.63	0.000
1895.71	0.000
1895.79	0.000
1895.88	0.000
1895.96	0.000
1896.04	0.000
1896.13	0.000
1896.21	0.000
1896.29	0.000
1896.38	0.000
1896.46	0.000
1896.54	0.000
1896.63	0.000
1896.71	0.000
1896.79	0.000
1896.88	0.000
1896.96	0.000
1897.04	0.000
1897.13	0.000
1897.21	0.000
1897.29	0.000
1897.38	0.000
1897.46	0.000
1897.54	0.000
1897.63	0.000
1897.71	0.000
1897.79	0.000
1897.88	0.000
1897.96	0.000
1898.04	0.000
1898.13	0.000
1898.21	0.000
1898.29	0.000
1898.38	0.000
1898.46	0.000
1898.54	0.000
1898.63	0.000
1898.71	0.000
1898.79	0.000
1898.88	0.000
1898.96	0.000
1899.04	0.000
1899.13	0.000
1899.21	0.000
1899.29	0.000
1899.38	0.000
1899.46	0.000
1899.54	0.000
1899.63	0.000
1899.71	0.000
1899.79	0.000
1899.88	0.000
1899.96	0.000
1900.04	0.000
1900.13	0.000
1900.21	0.000
1900.29	0.000
1900.38	0.000
1900.46	0.000
1900.54	0.000
1900.63	0.000
1900.71	0.000
1900.79	0.000
1900.88	0.000
1900.96	0.000
1901.04	0.000
1901.13	0.000
1901.21	0.000
1901.29	0.000
1901.38	0.000
1901.46	0.000
1901.54	0.000
1901.63	0.000
1901.71	0.000
1901.79	0.000
1901.88	0.000
1901.96	0.000
1902.04	0.000
1902.13	0.000
1902.21	0.000
1902.29	0.000
1902.38	0.000
1902.46	0.000
1902.54	0.000
1902.63	0.000
1902.71	0.000
1902.79	0.000
1902.88	0.000
1902.96	0.000
1903.04	0.000
1903.13	0.000
1903.21	0.000
1903.29	0.000
1903.38	0.000
1903.46	0.000
1903.54	0.000
1903.63	0.000
1903.71	0.000
1903.79	0.000
1903.88	0.000
1903.96	0.000
1904.04	0.000
1904.13	0.000
1904.21	0.000
1904.29	0.000
1904.38	0.000
1904.46	0.000
1904.54	0.000
1904.63	0.000
1904.71	0.000
1904.79	0.000
1904.88	0.000
1904.96	0.000
1905.04	0.000
1905.13	0.000
1905.21	0.000
1905.29	0.000
1905.38	0.000
1905.46	0.000
1905.54	0.000
1905.63	0.000
1905.71	0.000
1905.79	0.000
1905.88	0.000
1905.96	0.000
1906.04	0.000
1906.13	0.000
1906.21	0.000
1906.29	0.000
1906.38	0.000
1906.46	0.000
1906.54	0.000
1906.63	0.000
1906.71	0.000
1906.79	0.000
1906.88	0.000
1906.96	0.000
1907.04	0.000
1907.13	0.000
1907.21	0.000
1907.29	0.000
1907.38	0.000
1907.46	0.000
1907.54	0.000
1907.63	0.000
1907.71	0.000
1907.79	0.000
1907.88	0.000
1907.96	0.000
1908.04	0.000
1908.13	0.000
1908.21	0.000
1908.29	0.000
1908.38	0.000
1908.46	0.000
1908.54	0.000
1908.63	0.000
1908.71	0.000
1908.79	0.000
1908.88	0.000
1908.96	0.000
1909.04	0.000
1909.13	0.000
1909.21	0.000
1909.29	0.000
1909.38	0.000
1909.46	0.000
1909.54	0.000
1909.63	0.000
1909.71	0.000
1909.79	0.000
1909.88	0.000
1909.96	0.000
1910.04	0.000
1910.13	0.000
1910.21	0.000
1910.29	0.000
1910.38	0.000
1910.46	0.000
1910.54	0.000
1910.63	0.000
1910.71	0.000
1910.79	0.000
1910.88	0.000
1910.96	0.000
1911.04	0.000
1911.13	0.000
1911.21	0.000
1911.29	0.000
1911.38	0.000
1911.46	0.000
1911.54	0.000
1911.63	0.000
1911.71	0.000
1911.79	0.000
1911.88	0.000
1911.96	0.000
1912.04	0.000
1912.13	0.000
1912.21	0.000
1912.29	0.000
1912.38	0.000
1912.46	0.000
1912.54	0.000
1912.63	0.000
1912.71	0.000
1912.79	0.000
1912.88	0.000
1912.96	0.000
1913.04	0.000
1913.13	0.000
1913.21	0.000
1913.29	0.000
1913.38	0.000
1913.46	0.000
1913.54	0.000
1913.63	0.000
1913.71	0.000
1913.79	0.000
1913.88	0.000
1913.96	0.000
1914.04	0.000
1914.13	0.000
1914.21	0.000
1914.29	0.000
1914.38	0.000
1914.46	0.000
1914.54	0.000
1914.63	0.000
1914.71	0.000
1914.79	0.000
1914.88	0.000
1914.96	0.000
1915.04	0.000
1915.13	0.000
1915.21	0.000
1915.29	0.000
1915.38	0.000
1915.46	0.000
1915.54	0.000
1915.63	0.000
1915.71	0.000
1915.79	0.000
1915.88	0.000
1915.96	0.000
1916.04	0.000
1916.13	0.000
1916.21	0.000
1916.29	0.000
1916.38	0.000
1916.46	0.000
1916.54	0.000
1916.63	0.000
1916.71	0.000
1916.79	0.000
1916.88	0.000
1916.96	0.000
1917.04	0.000
1917.13	0.000
1917.21	0.000
1917.29	0.000
1917.38	0.000
1917.46	0.000
1917.54	0.000
1917.63	0.000
1917.71	0.000
1917.79	0.000
1917.88	0.000
1917.96	0.000
1918.04	0.000
1918.13	0.000
1918.21	0.000
1918.29	0.000
1918.38	0.000
1918.46	0.000
1918.54	0.000
1918.63	0.000
1918.71	0.000
1918.79	0.000
1918.88	0.000
1918.96	0.000
1919.04	0.000
1919.13	0.000
1919.21	0.000
1919.29	0.000
1919.38	0.000
1919.46	0.000
1919.54	0.000
1919.63	0.000
1919.71	0.000
1919.79	0.000
1919.88	0.000
1919.96	0.000
1920.04	0.000
1920.13	0.000
1920.21	0.000
1920.29	0.000
1920.38	0.000
1920.46	0.000
1920.54	0.000
1920.63	0.000
1920.71	0.000
1920.79	0.000
1920.88	0.000
1920.96	0.000
1921.04	0.000
1921.13	0.000
1921.21	0.000
1921.29	0.000
1921.38	0.000
1921.46	0.000
1921.54	0.000
1921.63	0.000
1921.71	0.000
1921.79	0.000
1921.88	0.000
1921.96	0.000
1922.04	0.000
1922.13	0.000
1922.21	0.000
1922.29	0.000
1922.38	0.000
1922.46	0.000
1922.54	0.000
1922.63	0.000
1922.71	0.000
1922.79	0.000
1922.88	0.000
1922.96	0.000
1923.04	0.000
1923.13	0.000
1923.21	0.000
1923.29	0.000
1923.38	0.000
1923.46	0.000
1923.54	0.000
1923.63	0.000
1923.71	0.000
1923.79	0.000
1923.88	0.000
1923.96	0.000
1924.04	0.000
1924.13	0.000
1924.21	0.000
1924.29	0.000
1924.38	0.000
1924.46	0.000
1924.54	0.000
1924.63	0.000
1924.71	0.000
1924.79	0.000
1924.88	0.000
1924.96	0.000
1925.04	0.000
1925.13	0.000
1925.21	0.000
1925.29	0.000
1925.38	0.000
1925.46	0.000
1925.54	0.000
1925.63	0.000
1925.71	0.000
1925.79	0.000
1925.88	0.000
1925.96	0.000
1926.04	0.000
1926.13	0.000
1926.21	0.000
1926.29	0.000
1926.38	0.000
1926.46	0.000
1926.54	0.000
1926.63	0.000
1926.71	0.000
1926.79	0.000
1926.88	0.000
1926.96	0.000
1927.04	0.000
1927.13	0.000
1927.21	0.000
1927.29	0.000
1927.38	0.000
1927.46	0.000
1927.54	0.000
1927.63	0.000
1927.71	0.000
1927.79	0.000
1927.88	0.000
1927.96	0.000
1928.04	0.000
1928.13	0.000
1928.21	0.000
1928.29	0.000
1928.38	0.000
1928.46	0.000
1928.54	0.000
1928.63	0.000
1928.71	0.000
